Title,Author,Discount,Price before,Price now,Editorial,Year
 ALTO AL ALZHEIMER!  ,Bruce Fife,25,117200,87900,SIRIO,2015
 MEJOR.   SOLTERAS  ,Liz Tuccillo,10,70000,63000,UMBRIEL,2016
 PON AL CIELO A TRABAJAR  ,Jean Slatter,25,72800,54600,SIRIO,2008
 THINK PUNK  ,Ecequiel Barricart,30,59000,41300,URANO,2018
" LOS CUATRO PILARES DE LA SALUD: EL PLAN PARA RELAJARSE, COMER, DORMIR Y MOVERSE MEJOR  ",Rangan Chatterjee,30,64000,44800,TERAPIAS VERDES,2018
 MANUAL PARA CONOCER LOS DONES DE TU CICLO MENSTRUAL  ,Arianna Ruffinengo,30,80000,56000,KEPLER,2018
 ANTES YO QUE NOSOTROS  ,Christine Arylo,30,46000,32200,BOOKS4POCKET,2018
 MINDFULNESS PARA PADRES E HIJOS  ,Christopher Willard,25,94600,70950,SIRIO,2017
 EL BUEN DORMIR ,Pere Leon,30,59000,41300,URANO,2018
 MUEVE TU ADN  ,Katy Bowman,25,97600,73200,SIRIO,2018
 ME OLVIDE DE MORIR  ,Khalil Rafati,30,64000,44800,URANO,2018
" HERMENÉUTICA, LENGUAJE Y VIOLENCIA ",Gianni  Vattimo/Gaetano Chiurazzi/Nacho Escutia/Teresa Oñate/Greta Rivara,10,65002,58502,FÉNIX EDITORA,2020
 LOS ALMUERZOS  ,Evelio Rosero Diago,20,29000,23200,TUSQUETS EDITORES,2009
 EL DIARIO DE ANA FRANK    LITE ,Ana Frank,10,16900,15210,BLANCO & NEGRO,2022
 CULTURA INTEGRACIONISTA EN EL PENSAMIENTO LATINOAMERICANO ,Pablo Guadarrama Gonzalez,20,68900,55120,PENGUIN RANDOM HOUSE,2022
 LOS DILETANTES ,Jesus Manuel Paternina,30,42000,29400,CALIXTA EDITORES,2023
 ULTIMATE GOLF TECHNIQUES (DK LIVING) (LIBRO EN INGLÉS)  ,Malcolm Campbell,20,49900,39920,DORLING KINDERSLEY,1998
 ABUSO DEL DERECHO  ,Barbero,10,69000,62100,UNIVERSITAS,0
 AMERICAN VAMPIRE  ,Scott Snyder,20,49900,39920,VERTIGO,2012
 FAIRY TAIL 12 (LIBRO EN INGLÉS)  ,Hiro Mashima,20,39900,31920,KODANSHA COMICS,2012
 FAIRY TAIL 22 (LIBRO EN INGLÉS)  ,Hiro Mashima,80,45000,9000,KODANSHA COMICS,2012
 COLD FURY (A COLD FURY NOVEL) (LIBRO EN INGLÉS)  ,T.M. Goeglein,20,36900,29520,SPEAK,2013
 COME PARA SENTIRTE MEJOR/ EAT TO FEEL BETTER  ,"Anita Bean,Alexandra Massey",20,16900,13520,EDICIONES ROBINBOOK,2007
 EL LEGADO DE FIDEL CASTRO. UNA CUBA ARRASADA TRAS 48 AÑOS DE TOTALITARISMO (OPINION Y ENSAYO)  ,Luis Losada Pescador,20,79900,63920,SEKOTIA,2007
" ÉTICA CIUDADANA, 2ª EDICIÓN  ",Rafael Gómez Pérez,20,44900,35920,SEKOTIA S.L.,2010
 LAS PRINCIPALES PLANTAS Y HONGOS COMESTIBLES DE EUROPA Y AMERICA/ THE MAIN EDIBLE PLANTS AND MUSHROOMS OF EUROPE AND AMERICA  ,Jose Tola,25,57800,43350,INDEPENDENT PUB GROUP,2000
 AFTERPOP  ,Fernandez Porta Eloy,20,45000,36000,ANAGRAMA,2010
 PRODIGIOS DE LA RODA DE JERICO  ,Barbié Lavall,10,26000,23400,KARMA 7,2007
 AYUDE A SU HIJO  ,Carmen Guillamón,20,8000,6400,MAGNA,2006
 MONSTERS UNIVERSITY  ,Disney,20,21900,17520,EL GATO DE HOJALATA,2013
 EMILIO O DE LA EDUCACION COMETA  ,Juan Jacobo Rousseau,30,7500,5250,COMETA,0
 KING LEAR (THE SIGNET CLASSIC SHAKESPEARE) (LIBRO EN INGLÉS)  ,William Shakespeare,20,22900,18320,SIGNET CLASSICS,1998
 THE SALMON OF DOUBT (LIBRO EN INGLÉS)  ,Douglas Adams,20,39900,31920,DEL REY,2005
" NELLIE CAMPOBELLO, OBRA REUNIDA (LETRAS MEXICANAS)  ",Nellie Campobello,30,50917,35642,FONDO DE CULTURA ENCONIMICA US,2007
" LA TEORÍA DE DIOS: UNIVERSOS, CAMPOS DE PUNTO CERO, Y QUÉ HAY DETRÁS DE TODO ELLO (CONCIENCIA GLOBAL)  ",Bernard Haisch,10,69900,62910,GAIA EDICIONES,2007
 THE WHITE CASTLE (VINTAGE INTERNATIONAL) (LIBRO EN INGLÉS)  ,Orhan Pamuk,20,49000,39200,RANDOM HOUSE LCC US,1998
 NARRATIVE PROSTHESIS: DISABILITY AND THE DEPENDENCIES OF DISCOURSE (CORPOREALITIES: DISCOURSES OF DISABILITY) (LIBRO EN INGLÉS)  ,"David T. Mitchell,Sharon L.  Snyder",80,18158,3632,UNIVERSITY OF MICHIGAN PRESS,0
" PORTFOLIO, PROGRAMME AND PROJECT OFFICES (LIBRO EN INGLÉS)  ",Office Of Government Commerce,80,80000,16000,THE STATIONERY OFFICE,2008
 LIBRO PARA PARTERAS  ,Susan Klein,10,20000,18000,PAX MEXICO,2000
 NO ESTAMOS SOLOS:  HAY VIDA INTELIGENTE EN EL UNIVERSO? (UNIVERSUM)  ,Spencer Carter,20,39900,31920,ROBINBOOK,2010
 DIE SCHONE SLAAPSTER: VICTORIAANSE SCHILDERKUNST UIT HET MUSEO DE ARTE DE PONCE  ,Alison Smith Aste  Richard: Heather Birchall  Cheryl Hartup  Sally-Anne Huxtable,20,54900,43920,GEMEENTEMUSEUM DEN HAAG,0
 NO HITTING!  A LIFT ,Karen Katz,20,39000,31200,GROSSET DUNLAP,2004
 EXCUSE ME: A LITTLE BOOK OF MANNERS (LIFT ,Karen Katz,20,29900,23920,GROSSET & DUNLAP,2002
 ROMEO AND JULIET: THE GRAPHIC NOVEL (CAMPFIRE GRAPHIC NOVELS) (LIBRO EN INGLÉS)  ,William Shakespeare,20,55000,44000,CAMPFIRE,2011
 WHITE ,Gilbert Geis,80,80000,16000,GREENWOOD,2011
 FIREFIGHT (THE RECKONERS #2) (INGLES) (LIBRO EN INGLÉS)  ,Brandon Sanderson,20,49900,39920,IMP. PENGUIN GROUP (USA) - DELACORTE PRESS,2015
 JUST ONE YEAR (LIBRO EN INGLÉS)  ,Gayle Forman,20,39900,31920,SPEAK,2014
 VENTANAS DISNEY. TODO UN EQUIPO  ,Disney,20,18900,15120,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2017
 ONE (LIBRO EN INGLÉS)  ,Kathryn Otoshi,20,59000,47200,KO KIDS BOOKS,2008
 NUEVA HISTORIA ECONÓMICA DE COLOMBIA  ,Salomón Kalmanovitz,20,65000,52000,TAURUS,2012
 EL YO EVOLUTIVO: UNA PSICOLOGÍA PARA UN MUNDO GLOBALIZADO  ,Mihaly Csikszentmihalyi,30,155000,108500,KAIROS,2008
 ESTIMULACION COGNITIVA EN LA ENFERMEDAD DE ALZHEIMER  ,"Raquel Orantes Fernández,Manuel Jesús Romero Bravo",30,86000,60200,GRUPO EDITOR RCA,0
 DOCTOR WHO: THE SHAKESPEARE NOTS (LIBRO EN INGLÉS)  ,Justin Richards,20,45000,36000,HARPER DESIGN,2014
 SAINT ANYTHING (LIBRO EN INGLÉS)  ,Sarah Dessen,20,39900,31920,PENGUIN,2015
" GRAN LIBRO DE PUPAS, EL  ",Disney,20,32900,26320,EL GATO DE HOJALATA,2013
 THE PERFECTIONISTS (LIBRO EN INGLÉS)  ,Sara Shepard,20,39900,31920,HARPERTEEN,2014
 THE CHASE (LIBRO EN INGLÉS)  ,Janet Evanovich,80,44900,8980,RANDOM HOUSE INC.,2014
 CARRUSEL DE CUENTOS  ,Anónimo,20,18900,15120,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2016
 FIESTA DE DISFRACES  ,Disney,20,17900,14320,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2017
 TROLLS WORLD TOUR  ,Universal  Studios Licensing  Llc,20,19900,15920,ALTEA,2020
 M1T PRAYERS FOR LITTLE HANDS RECOVER ,Publications International Ltd S. De R.L. De,30,54900,38430,PUBLICATIONS INTERNATIONAL LTD S. DE R.L. DE,2014
 LEITO PROBLEMAS MATEMÁTICOS MULTIPLICACIÓN Y DIVISIÓN  ,Varios Autores,30,11200,7840,KINGKOLOR,0
 ALL THIS TIME (LIBRO EN INGLÉS) ,Mikki Daughtry; Rachael Lippincott,20,89900,71920,SIMON & SCHUSTER,2021
 NUEVA URBANIDAD PARA TODOS DE CARREÑO  ,Varios Autores,30,11200,7840,KINGKOLOR,2022
 BOO! SCARED YOU! (LIBRO EN INGLÉS) ,Stephanie Babin,20,59000,47200,TWIRL,2019
 THE HEIST (LIBRO EN INGLÉS)  ,Janet Evanovich; Lee Goldberg,20,23900,19120,BANTAM BOOKS,2014
 SUEÑOS DORADOS PARA ELLAS  ,Disney,20,39900,31920,EL GATO DE HOJALATA,0
 CALCA Y COLOREA  ,Dpto. Diseño Prhge Colombia,20,14900,11920,BEASCOA,2016
 LA DIETA CONTRA LA INFLAMACIÓN DE LA DAMA DE LOS JUGOS: 28 DÍAS PARA RESTAURAR SU CUERPO Y SENTIRSE GENIAL  ,Cherie Calbom Msn  Cn,35,57228,37198,CASA CREACIÓN,2015
 SABEMOS CÓMO VAMOS A MORIR  ,"Ii. Taibo, Paco Ignacio",20,29000,23200,PLANETA,0
 LEGO DC COMICS SUPER HEROES CHARACTER  ,Elizabeth Dowsett,20,80000,64000,,0
 FANTASTIC BEASTS: THE CRIMES OF GRINDELWALD: MINISTÈRE DES AFFAIRES MAGIQUES HARDCOVER RULED JOURNAL (LIBRO EN INGLÉS)  ,Insight Editions,20,75000,60000,INSIGHT EDITIONS,2018
 DISNEY BABY MI PRIMER BUSCA Y ENCUENTRA [LIBRO+13 TARJETAS REVERSIBLES+MARCADOR BORRABLE]  ,Disney,30,124900,87430,PUBLICATIONS INTERNATIONAL LTD,2020
 CALIBOTS PRESCHOOL # 1 ,Caligrafix Chile,10,95900,86310,EDIT. BEBE GENIAL,0
 LEITO LECTOESCRITURA  ,Varios Autores,30,11200,7840,KINGKOLOR,0
 MY BUSY BOOKS ,Phidal Publishing Inc,20,59900,47920,PHIDAL,2021
 EL PODER DEL FOHAT Y EL ÚLTIMO PACTO ,Adriana Penagos Ruiz,10,30000,27000,CAMARA COLOMBIANA DEL LIBRO,2020
 COCINATERAPIA PARA PERDER Y CONTROLAR EL PESO  ,Varios Autores,30,11200,7840,KINGKOLOR,0
 LIBRO PARA COLOREAR AVENTURA PIRATA  ,Varios Autores,30,9300,6510,KINGKOLOR,0
 DRAMAS NAVIDENOS PARA NINOS ,Emilio G. Yaggi; Adriana Maria Genuario; Nelida Laura Garcia,35,15618,10152,BAPTIST SPANISH PUB HOUSE,1985
 GUARDIANS OF THE GALAXY: NEW GUARD VOL. 2: WANTED (LIBRO EN INGLÉS)  ,Brian Michael Bendis,20,39900,31920,MARVEL COMICS GROUP,0
 BLOODY MARY VOLUME 2 (LIBRO EN INGLÉS)  ,Akaza Samamiya,20,39900,31920,VIZ LLC,2016
 COZY CLASSICS: LES MISERABLES (LIBRO EN INGLÉS)  ,Jack Wang,20,39900,31920,CHRONICLE BOOKS,2016
 INTRODUCCIONAL PSICOANALISIS ,Freud Sigmundskla,30,27000,18900,SKLA,0
" AJIN, VOLUME 3: DEMI ",Gamon Sakurai,20,42900,34320,VERTICAL,2015
 THE SEVEN DEADLY SINS 5 (LIBRO EN INGLÉS)  ,Nakaba Suzuki,20,39900,31920,KODANSHA COMICS,2014
 SUPERMAN VOL. 1: SON OF SUPERMAN (REBIRTH) (LIBRO EN INGLÉS)  ,Peter J. Tomasi,20,65000,52000,DC COMICS,2017
 HIJOS EN EL HIJO UNA TEOLOGIA MORAL FUNDAMENTAL ,"Tremblay, Zamboni",10,79000,71100,EDUCA,0
 EVOLUCIÓN ,César Daniel Delgado,10,45000,40500,MUNDO HISTORIAL EDITORES,0
 EL BOSTEZO DE LA MOSCA AZUL ,Alvaro Miranda,40,40000,24000,ESCARABAJO,0
" CURUPIRA, PA'LANTE PA'TRÁ ",Varios Autores,30,65000,45500,EDITORIAL QUIMBOMBÓ,2021
 BLOCKADE BILLY  ,Stephen King,20,38000,30400,DEBOLSILLO,2022
 LA HUIDA ,Natasha Preston,20,89000,71200,CROSSBOOKS,0
" MI PADRE, MI MAESTRO Y HÉROE DE VIDA ",Selef David Otero Serrano,10,35000,31500,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 FÉMINA EL LIBRO DE LA MUJER TOMO I ,Omar Meyer,10,84000,75600,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 FAMILIAS ROTAS. EL ÉXITO DETRÁS DEL EXILIO ,Sugey Fuenmayor,10,33000,29700,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 CHIQUI PUNTOS LINEAS Y TRAZOS 3  ,Varios Autores,30,9500,6650,NIKA,2022
 PACK 2 LENGUAJES DEL AMOR ,M Tr - Gebel,35,101366,65888,SU PRESENCIA PRODUCCIONES,2022
 LA LIBRETA INTELIGENTE + APP ,The Smartnotebook,35,89900,58435,DISONEX ZONA FRANCA SAS,2022
 UN CABALLERO EN ESPAÑA ,Sin Autor,40,60000,36000,ESCARABAJO,0
 EPISTOLAS DE UN ALMA SOLITARIA ,Vanderley Barbosa,10,37000,33300,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
" TRILOGÍA ROMÁNTICA DESDE EL EXILIO, ANTOLOGÍA POÉTICA ","Rafael María Ontivero Valero, Ana Karina Martínez Sanabria, José Manuel Gaona Guida",10,30000,27000,LA UNIVERSAL CASA EDITORIAL S.A.S.,2022
 NOVELAS EJEMPLARES ,Miguel De Cervantes,30,17000,11900,EDITORIAL SKLA,2022
 LAS BOLSAS DE BASURA  ,Enrique Winter,40,40000,24000,EDITORIAL ESCARABAJO,2000
 LA LIBRETA INTELIGENTE + APP  ,The Smartnotebook,35,114900,74685,DISONEX ZONA FRANCA SAS,2022
 PLAGIO ,María Camila González Parra,30,54000,37800,CALIXTA EDITORES,2022
 LIBRO BORRABLE KOCO NÚMEROS ,Kocodio,30,55000,38500,KOCODIO SAS,2022
 PACK CAROLINA MOLINA  ,Carolina Molina,40,99000,59400,,2022
 ESPECIAL PALABRAGRAMAS ,",",10,8900,8010,EDYICON,0
 CUENTAME UN MITO ,Carlos  Goñi,20,79000,63200,ARIEL,0
 DIOS ES GAY  ,Nicolás Barbosa,30,40000,28000,CALIXTA,2022
 SIEMPRE HAY ESPERANZA  ,Augusto Galan Sarmiento,20,51000,40800,EDICIONES B,2019
 MISSISSIPPI ROLL: A WILD CARDS NOVEL (LIBRO EN INGLÉS) ,George R. R. Martin,80,84000,16800,MACMILLAN USA,2019
 163  ,Charles Soule,20,65000,52000,DC COMICS,0
 PINTA Y JUEGA  ,El Gato De Hojalata,20,17000,13600,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2018
 DEADPOOL 2099 (LIBRO EN INGLÉS)  ,Scott Koblish; Gerry Duggan,20,49000,39200,HACHETTE USA,2017
 MI PRIMER LIBRO DE ROMPECABEZAS  ,Phidal Publishing Inc,20,42900,34320,PHIDAL,2018
 SLAVERY AND ABOLITION IN THE ATLANTIC WORLD: NEW SOURCES AND NEW FINDINGS (LIBRO EN INGLÉS)  ,,80,80000,16000,ROUTLEDGE,2017
" ARQUITECTURA MEXICANA DESDE AFUERA, LA.  ",Catherine R. Ettinger,30,85000,59500,MIGUEL ÁNGEL PORRÚA,2017
 CARDFIGHT!  VANGUARD VOLUME 6 (LIBRO EN INGLÉS)  ,Akira Itou,80,39900,7980,VERTICAL,2015
 LA ERA DEL INGENIO  ,Grayling A C,20,69000,55200,PLANETA,0
 BATMAN BEYOND VOL. 1: ESCAPING THE GRAVE (REBIRTH) (BATMAN BEYOND REBIRTH) (LIBRO EN INGLÉS)  ,Dan Jurgens,20,65000,52000,DC COMICS,2017
 MARAVILLAS DEL ESPANOL  ,"Dr. Ana Beatriz Chiquito,Jaime Alberto Naranjo,Dora Alvarez,Maria Rosaura Gomez,Marta Lucia Restrepo",80,16201,3240,FONDO EDITORIAL UNIVERSIDAD EAFIT,2017
 STAR TREK: A CHOICE OF CATASTROPHES FORMAT: PAPERBACK (LIBRO EN INGLÉS) ,,20,89900,71920,SIMON AND SCHUSTER,0
 MARVEL MASTERWORKS: THE INVINCIBLE IRON MAN VOLUME 3 (LIBRO EN INGLÉS)  ,Stan Lee,20,74000,59200,MARVEL COMICS,2014
 FINN'S FEATHER (LIBRO EN INGLÉS)  ,Rachel Noble,80,59000,11800,ENCHANTED LION BOOKS,2018
 COLOR YOUR OWN WOLVERINE (LIBRO EN INGLÉS)  ,Marvel Comics,20,34900,27920,MARVEL,2017
 ADVENTURE: THE ATARI 2600 GAME JOURNAL (LIBRO EN INGLÉS)  ,Atari,20,44900,35920,CLARKSON POTTER,2018
 LUCKY BOY (LIBRO EN INGLÉS)  ,Shanthi Sekeran,20,69900,55920,PRENTICE HALL PRESS,0
 THE WOLF WHO WANTED TO FALL IN LOVE (LIBRO EN INGLÉS)  ,Orianne Lallemand,20,59000,47200,AUZOU,2017
 GREAT LEADERS HAVE NO RULES: CONTRARIAN LEADERSHIP PRINCIPLES TO TRANSFORM YOUR TEAM AND BUSINESS (LIBRO EN INGLÉS)  ,Kevin Kruse,20,85000,68000,RODALE BOOKS,2019
 MODA Y MODALES  ,Gisela Mendez,30,70000,49000,OCEANO,2018
 . - ANÓNIMO - PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA ,Anónimo,20,32900,26320,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,0
 GHOST WORK: HOW TO STOP SILICON VALLEY FROM BUILDING A NEW GLOBAL UNDERCLASS (LIBRO EN INGLÉS)  ,Mary L. Gray; Siddharth Suri,20,54900,43920,HOUGHTON MIFFLIN HARCOURT,2019
 SUPERBOSSES: HOW EXCEPTIONAL LEADERS MASTER THE FLOW OF TALENT (LIBRO EN INGLÉS) ,Sydney Finkelstein,20,49000,39200,PORTFOLIO,2019
 101 JUEGOS  ,El Gato De Hojalata,20,23900,19120,EL GATO DE HOJALATA,2019
 FARM ANIMALS (LIBRO EN INGLÉS) ,R. J. Cregg,20,32000,25600,LITTLE BEE BOOKS,2019
 ANI ,Haruko Kurumatani,20,49000,39200,YEN PRESS,2015
 POETRY IN BLOOM JOURNAL: LINED ULTRA (LIBRO EN INGLÉS) ,Hartley Ltd,0,127300,127300,HARTLEY & MARKS PUBLISHERS LTD,2017
 HARLEY QUINN VOL. 4: A CALL TO ARMS (LIBRO EN INGLÉS)  ,Amanda Conner; Jimmy Palmiotti,20,55000,44000,DC COMICS,2016
 THE SOUND OF THINGS FALLING (LIBRO EN INGLÉS)  ,Juan Gabriel Vasquez,20,95000,76000,RIVERHEAD,2014
 DELIVERY TRUCKS! (LIBRO EN INGLÉS)  ,Jeffrey Burton,20,29900,23920,LITTLE SIMON,0
 DJANGO UNCHAINED (LIBRO EN INGLÉS)  ,Quentin Tarantino,20,54900,43920,VERTIGO,2014
 THE ART OF SMURFS: THE LOST VILLAGE (LIBRO EN INGLÉS)  ,Tracey Miller-Zarneke,20,150000,120000,CAMERON BOOKS,2017
 46 (LIBRO EN INGLÉS)  ,Akira Itou,80,45000,9000,VERTICAL,2018
 STIEG LARSSON EL LEGADO ,Jan Stocklassa,20,58000,46400,PENGUIN RANDOM HOUSE,0
 EMOCIONES PARA LA VIDA  ,Enric Corbera,20,63000,50400,GR. ILUSTRADOS,2020
 OJAZOS DE MADERA ,Carlo Ginzburg,20,52000,41600,ARIEL,0
 HUNTRESS: CROSSBOW AT THE CROSSROADS (LIBRO EN INGLÉS)  ,Paul Levitz,20,39900,31920,DC COMICS,0
 EL JEFE  ,Luis González,20,63000,50400,LITERATURA RANDOM HOUSE,2018
 DIANA CAZADORA ,Climaco Soto Borda,30,21000,14700,SKALA,0
 SÚPER MATEMÁTICOS 1  ,Edit. Bebe Genial,10,64900,58410,EDIT. BEBE GENIAL,2019
 PEQUEÑOS TESOROS. PRINCESITA SOFIA  ,El Gato De Hojalata,20,17900,14320,PENGUIN RANDOM HOUSE GRUPO EDITORIAL ARGENTINA,2018
 EL ÁRABE DEL FUTURO 3  ,Riad Sattouf,20,85000,68000,SALAMANDRA GRAPHIC,2019
 LA POLITICA ,Aristoteles,30,22000,15400,SKALA,0
 PROHIBIDO CREER EN HISTORIAS DE AMOR  ,Javier Ruescas,20,57000,45600,MONTENA,2018
 FÍSICA BÁSICA  ,Varios Autores,30,11200,7840,KINGKOLOR,0
 MEDICINA DE BOLSILLO  ,Sabatine,80,796099,159220,WOLTERS KLUWER,2020
 ORACIONES QUE TRAEN SANIDAD  ,John Eckhardt,35,42522,27639,CASA CREACION,2010
 SEIS  ,Alvaro Vanegas,30,40000,28000,CALIXTA EDITORES SAS,2021
 VEINTEMIL LEGUAS DE VIAJE SUBMARINO ,Julio Verne,10,45000,40500,BLANCO & NEGRO,2021
 A VECES ESTOY CONTENTA PERO TENGO GANAS ,Jens Christian Grondahl,20,45000,36000,TUSQUETS,0
 EL INTANGIBLE MÁS TANGIBLE ,Claudia Oviedo Suárez,15,62000,52700,COEDITOR FREISMAN TORO,2022
 SANAR EL PRESENTE REGRESANDO AL PASADO  ,Fabiana Sánchez,10,62000,55800,AGENCIA DE RESCATE DE SUEÑOS,2022
 LA CONQUISTA DE LA FELICIDAD  ,Bertrand Russell,30,7500,5250,COMETA,0
 EL AMOR ES PURO CUENTO ,Antología (Varios Autores),10,50000,45000,VOLAR EDITORIAL,2021
 EJEMPLARIDAD PUBLICA  ,Javier Gomá Lanzón,20,55000,44000,TAURUS,2018
 DIVERSION EN LA GRANJA MINI DIVERTI LIBROS  ,Phidal Publishing Inc,20,39900,31920,PHIDAL,2018
 EL ARTE DEL HO'OPONOPONO  ,Marieli Hurtado-Graciet; Luc Bodin,25,49900,37425,OBELISCO,2013
" TEMBLORES NOTAS SOBRE SEXO, CULTURA Y SOCIEDAD  ",Chloe Rutter,20,49000,39200,EDICIONES B,2012
 HISTORIA UNIVERSAL DE LA INFAMIA  ,Jorge Luis Borges,20,43000,34400,DEBOLSILLO,2013
 SEGMENTACIONES DE MERCADOS  ,"Valderrey Sanz, Pablo",10,30000,27000,EDICIONES DE LA U,0
 LA ACTITUD MENTAL POSITIVA  ,Napoleon Hill | W. Clement Stone,20,45000,36000,DEBOLSILLO,2013
 EL MAGO DE OZ  ,Frank Baum,20,46000,36800,DEBOLSILLO,2012
 CUENTOS COMPLETOS  ,Jorge Luis Borges,20,79000,63200,LUMEN,2013
 UNA OVEJA NEGRA AL PODER  ,"Andrés Danza, Ernesto Tulbovitz",20,57000,45600,SUDAMERICANA,2015
 CREAR O MORIR  ,Andrés Oppenheimer,20,65000,52000,DEBATE,2014
 MAPMAKERS  ,Isra García,20,59000,47200,CONECTA,2015
 MEDEA  ,Eurípides,20,32000,25600,PENGUIN CLÁSICOS,2015
" TRASTORNOS DE LENGUAJE EN EL NIÑO, LOS. ESTUDIOS DE CASO ",Jose Luis Gallego Ortega,10,37000,33300,EDICIONES DE LA U,0
 LA ENZIMA PRODIGIOSA 2  ,Hiromi Shinya,20,56000,44800,AGUILAR,2015
 LA VIDA DEL BUSCÓN  ,Pedro Calderón De La Barca,20,38000,30400,PENGUIN CLÁSICOS,2015
 LOS AÑOS SESENTA  ,Álvaro Tirado Mejia,20,68000,54400,DEBATE,2014
 ESCUELA DE GENIOS DESCUBRIMOS LETRAS Y PALABRAS  ,Sin Autorplaneta Junior,20,16900,13520,PLANETA JUNIOR,2013
 CIUDADES DE PAPEL  ,John Green,20,57000,45600,NUBE DE TINTA,2014
 MI VIAJE AL INFIERNO  ,María Jimena Duzan,20,56000,44800,AGUILAR,2015
 PASAJERA EN TRÁNSITO  ,Yolanda Reyes Villamizar,20,49000,39200,DEBOLSILLO,2015
" AL RESCATE DE TU NUEVO YO, CONSEJOS DE MOTIVACIÓN Y NUTRICIÓN PARA UN CAMBIO DE VIDA SALUDABLE  ",Ingrid Macher,10,38000,34200,EDICIONES DE LA U,2014
 UNA NOCHE EN EL PARAÍSO  ,Lucia Berlin,20,64000,51200,ALFAGUARA,2018
" RALPH, EL DEMOLEDOR 2.  ROMPE EL INTERNET!  ",Disney,20,19900,15920,PLANETA JUNIOR,2014
 CUENTOS DE ESPANTOS Y OTROS SERES FANTÁSTICOS DEL FOLCLOR COLOMBIANO  ,Varios Autores,30,46900,32830,CIRCULO DE LECTORES,2016
 GERMÁN CASTRO CAYCEDO. COLECCIÓN ESPECIAL ,Germán Castro Caycedo,20,129000,103200,GRUPO PLANETA,2018
 CAROLINA ENTRE LINEAS  ,Tatiana M. Alonso,30,79900,55930,NOVA CASA EDITORIAL,2018
 APLICACIONES GRÁFICAS CON PYTHON 3 ,Alberto Cuevas Álvarez,10,119000,107100,EDICIONES DE LA U,0
 50 COSAS QUE HAY QUE SABER SOBRE QUÍMICA  ,Hayley Birch,20,49000,39200,GRUPO PLANETA,2014
 LUCES BAILARINAS MICKEY MINNIE  ,Varios Autores,30,99900,69930,PI KIDS,2018
 LA LISTA DE LOS NOMBRES OLVIDADOS ,Kristin Harmel,20,39000,31200,BOOKET,2018
 4 PASOS PARA TRANSFORMAR RELACIONES TÓXICAS: CÓMO RECUPERAR LAS BUENAS SENSACIONES EN TU TRABAJO Y VIDA PERSONAL (TÚ PUEDES)  ,Óscar Durán Yates,10,29900,26910,MESTAS,2018
 UNA AMIGA MUY ESPECIAL (CLOE Y SU UNICORNIO)  ,Dana Simpson,20,49000,39200,B DE BLOK,2018
 FREAKONOMICS  ,Steven D. Levitt,20,49000,39200,B DE BOLSILLO,2018
 NO DIGAS QUE FUE UN SUE�O ,,20,19000,15200,,0
 BAJTIN Y LA TEORIA DE LA CULTURA  ,Ken Hirschkop,10,36000,32400,INSTITUTO CARO Y CUERVO,2012
 AMANECER EN EL VALLE DEL SINU  ,Raul Gomez Jattin,30,51000,35700,FONDO DE CULTURA ECONOMICA USA,2004
 EL ARTE DE LA DISTORSIÓN  ,Juan Gabriel Vásquez,20,63000,50400,ALFAGUARA,2009
 LA TÉCNICA DEL INTERROGATORIO  ,"Luis Romero Santos, Florenti Julio García Ramírez",10,58000,52200,EDICIONES DE LA U,2013
" SISTEMAS DIGITALES. PRINCIPIOS, ANÁLISIS Y DISEÑO  ",Héctor A. Flórez Fernández,10,41000,36900,EDICIONES DE LA U,2014
 LA LEGIÓN DE LOS INMORTALES  ,Massimiliano Colombo,20,67000,53600,EDICIONES B,2014
 SIEMPRE FUE AHORA O NUNCA  ,Rafael Baena,20,78000,62400,ALFAGUARA,2014
 EN BUSCA DE BOLÍVAR  ,William Ospina,20,53000,42400,DEBATE,2014
 CAILLOU EL DESFILE DEL CIRCO  ,Chouette,20,29000,23200,BEASCOA,2013
 LA DIETA DEL METABOLISMA ACELERADO  ,Haylie Pomroy,20,57000,45600,GRIJALBO,2013
 MAPA CONCEPTUAL Y EL DIAGRAMA UVE  ,Ferm&Iacute;N Ma. Gonz&Aacute;Lez Garc&Iacute;A,10,36000,32400,EDICIONES DE LA U,2014
 TITANES  ,Tim Ferriss,20,129000,103200,PAIDOS,2017
 UNA CORTE DE NIEBLA Y FURIA  ,Sarah J. Maas,20,79000,63200,CROSS BOOKS,2014
 PUEDO SOÑAR CONTIGO?  ,Blue Jeans,20,49000,39200,BOOKET,2017
 DOCTORA JUGUETES  ,Sin Autor,20,29000,23200,PLANETA JUNIOR,2018
 CUENTOS DE BUENAS NOCHES PARA NIÑAS REBELDES 2  ,Elena Favilli,20,69000,55200,PLANETA,2014
